Identifiant_de_l_etablissement;Nom_etablissement;Type_etablissement;Statut_public_prive;Adresse_1;Adresse_2;Adresse_3;Code postal;Code_commune;Nom_commune;Code_departement;Code_academie;Code_region;Ecole_maternelle;Ecole_elementaire;Voie_generale;Voie_technologique;Voie_professionnelle;Telephone;Fax;Web;Mail;Restauration;Hebergement;ULIS;Apprentissage;Segpa;Section_arts;Section_cinema;Section_theatre;Section_sport;Section_internationale;Section_europeenne;Lycee_Agricole;Lycee_militaire;Lycee_des_metiers;Post_BAC;Appartenance_Education_Prioritaire;GRETA;SIREN_SIRET;Nombre_d_eleves;Fiche_onisep;position;Type_contrat_prive;Libelle_departement;Libelle_academie;Libelle_region;coordonnee_X;coordonnee_Y;epsg;nom_circonscription;latitude;longitude;precision_localisation;date_ouverture;date_maj_ligne;etat;ministere_tutelle;etablissement_multi_lignes;rpi_concentre;rpi_disperse;code_nature;libelle_nature;Code_type_contrat_prive;PIAL;etablissement_mere;type_rattachement_etablissement_mere;code_bassin_formation;libelle_bassin_formation
0340181M;Ecole primaire;Ecole;Public;Rue des Ecoles;;34290 BASSAN;34290;34025;Bassan;034;11;76;1;1;;;;0643290709;;;ce.0340181M@ac-montpellier.fr;0;0;0;;;;;;;;;;;;;;;21340025200028;202;;43.412434949303325,3.253639873782617;SANS OBJET;Hérault;Montpellier;Occitanie;720553.2;6257068.4;EPSG:2154;Circonscription d inspection du 1er degré de Béziers Centre;43.412434949303325;3.253639873782617;Numéro de rue;1965-07-10;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0340836Z;;;11071;BEZIERS
0340184R;Ecole élémentaire La Jasse;Ecole;Public;Chemin des Ecolières;;34160 BEAULIEU;34160;34027;Beaulieu;034;11;76;0;1;;;;0467865221;;;ce.0340184R@ac-montpellier.fr;1;0;0;;;;;;;;;;;;;;;21340027800023;153;;43.729285469422294,4.023649547622282;SANS OBJET;Hérault;Montpellier;Occitanie;782490.7;6292785.7;EPSG:2154;Circonscription d'inspection du 1er degré de Castelnau le Lez;43.729285469422294;4.023649547622282;Numéro de rue;1965-07-10;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0341280G;;;11119;LUNEL
0340186T;Ecole maternelle Langevin-Wallon;Ecole;Public;Rue du Vignal;;34600 BEDARIEUX;34600;34028;Bédarieux;034;11;76;1;0;;;;0467950623;;;ce.0340186T@ac-montpellier.fr;1;0;0;;;;;;;;;;;;;;;21340028600067;55;;43.61751024115501,3.1577000542671976;SANS OBJET;Hérault;Montpellier;Occitanie;712733.4;6279841.6;EPSG:2154;Circonscription d'inspection du 1er degré de Bédarieux;43.61751024115501;3.1577000542671976;Numéro de rue;1965-07-10;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0340119V;;;11082;CENTRE HERAULT
0340187U;Ecole maternelle Jacques Prévert;Ecole;Public;2 chemin des Aires;;34600 BEDARIEUX;34600;34028;Bédarieux;034;11;76;1;0;;;;0467950373;;;ce.0340187U@ac-montpellier.fr;1;0;0;;;;;;;;;;;;;;;21340028600026;40;;43.61382091323555,3.158489918040259;SANS OBJET;Hérault;Montpellier;Occitanie;712798.0;6279431.7;EPSG:2154;Circonscription d'inspection du 1er degré de Bédarieux;43.61382091323555;3.158489918040259;Numéro de rue;1965-07-10;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0340119V;;;11082;CENTRE HERAULT
0340192Z;Ecole maternelle Georges Bégou;Ecole;Public;Route de montblanc;;34550 BESSAN;34550;34031;Bessan;034;11;76;1;0;;;;0467326030;;;ce.0340192Z@ac-montpellier.fr;0;0;0;;;;;;;;;;;;;;;21340031000131;198;;43.37231336749871,3.4075829546684435;SANS OBJET;Hérault;Montpellier;Occitanie;733050.6;6252660.9;EPSG:2154;Circonscription d'inspection du 1er degré de Pézenas;43.37231336749871;3.4075829546684435;Rue;1965-07-10;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0340008Z;;;11114;BASSIN DE THAU
0340206P;Ecole élémentaire George Sand;Ecole;Public;11 rue George Sand;;34500 BEZIERS;34500;34032;Béziers;034;11;76;0;1;;;;0467281640;;;ce.0340206P@ac-montpellier.fr;1;0;0;;;;;;;;;;;;;REP;;21340032800570;168;;43.33780348678157,3.2107394550470776;SANS OBJET;Hérault;Montpellier;Occitanie;717099.0;6248762.3;EPSG:2154;Circonscription d inspection du 1er degré de Béziers Centre;43.33780348678157;3.2107394550470776;Numéro de rue;1965-07-10;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0340836Z;;;11071;BEZIERS
0340275P;Ecole élémentaire;Ecole;Public;Rue du Pays Neuf;;34210 LA CAUNETTE;34210;34059;La Caunette;034;11;76;0;1;;;;0468918121;;;ce.0340275P@ac-montpellier.fr;0;0;0;;;;;;;;;;;;;;;21340059100029;28;;43.351735331957094,2.7823097920557656;SANS OBJET;Hérault;Montpellier;Occitanie;682341.3;6250312.5;EPSG:2154;Circonscription d'inspection du 1er degré de Béziers Sud;43.351735331957094;2.7823097920557656;Numéro de rue;1965-07-10;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;034002;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0340057C;;;11071;BEZIERS
0340297N;Ecole maternelle;Ecole;Public;Rue des Aires;;34460 CESSENON SUR ORB;34460;34074;Cessenon-sur-Orb;034;11;76;1;0;;;;0467896078;;;ce.0340297N@ac-montpellier.fr;1;0;0;;;;;;;;;;;;;;;21340074000022;63;;43.45110839435498,3.050679997061201;SANS OBJET;Hérault;Montpellier;Occitanie;704104.0;6261335.4;EPSG:2154;Circonscription d'inspection du 1er degré de Béziers Nord;43.45110839435498;3.050679997061201;Numéro de rue;1965-07-10;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0340022P;;;11071;BEZIERS
0340300S;Ecole primaire Les Oliviers;Ecole;Public;9 avenue des Roujals;;34800 CEYRAS;34800;34076;Ceyras;034;11;76;1;1;;;;0467880663;;;ce.0340300S@ac-montpellier.fr;0;0;0;;;;;;;;;;;;;;;21340076500029;145;;43.64887118669668,3.455300494231833;SANS OBJET;Hérault;Montpellier;Occitanie;736742.7;6283420.2;EPSG:2154;Circonscription d'inspection du 1er degré de Gignac;43.64887118669668;3.455300494231833;Numéro de rue;1965-07-10;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0342186S;;;11082;CENTRE HERAULT
0340305X;Ecole élémentaire Alphonse Daudet;Ecole;Public;Boulevard Gambetta;;34800 CLERMONT L HERAULT;34800;34079;Clermont-l'Hérault;034;11;76;0;1;;;;0467960269;;;ce.0340305X@ac-montpellier.fr;1;0;1;;;;;;;;;;;;;;;21340079900036;160;;43.62644814882842,3.4332794924893517;SANS OBJET;Hérault;Montpellier;Occitanie;734979.3;6280918.2;EPSG:2154;Circonscription d'inspection du 1er degré de Lodève;43.62644814882842;3.4332794924893517;Numéro de rue;1965-07-10;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0341405T;;;11082;CENTRE HERAULT
0340306Y;Ecole maternelle Jean Vilar;Ecole;Public;Rue du Stade;;34800 CLERMONT L HERAULT;34800;34079;Clermont-l'Hérault;034;11;76;1;0;;;;0467960384;;;ce.0340306Y@ac-montpellier.fr;1;0;0;;;;;;;;;;;;;;;21340079900267;103;;43.63002483537631,3.4337301691938973;SANS OBJET;Hérault;Montpellier;Occitanie;735013.5;6281315.9;EPSG:2154;Circonscription d'inspection du 1er degré de Lodève;43.63002483537631;3.4337301691938973;Rue;1977-09-15;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0341405T;;;11082;CENTRE HERAULT
0340322R;Ecole primaire Pré Vert;Ecole;Public;7 boulevard de la République;;34370 CREISSAN;34370;34089;Creissan;034;11;76;1;1;;;;0467937232;;;ce.0340322R@ac-montpellier.fr;0;0;0;;;;;;;;;;;;;;;21340089800028;121;;43.3748381795711,3.0093801567307845;SANS OBJET;Hérault;Montpellier;Occitanie;700760.6;6252856.3;EPSG:2154;Circonscription d'inspection du 1er degré de Béziers Sud;43.3748381795711;3.0093801567307845;Numéro de rue;1965-07-10;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0340063J;;;11071;BEZIERS
0340346S;Ecole primaire;Ecole;Public;Place de l'Ecole;;34330 FRAISSE SUR AGOUT;34330;34107;Fraisse-sur-Agout;034;11;76;1;1;;;;0467975121;;;ce.0340346S@ac-montpellier.fr;1;0;0;;;;;;;;;;;;;;;21340107800026;33;;43.605971819704,2.7983794824529653;SANS OBJET;Hérault;Montpellier;Occitanie;683717.0;6278567.3;EPSG:2154;Circonscription d'inspection du 1er degré de Bédarieux;43.605971819704;2.7983794824529653;Rue;1965-07-10;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0340070S;;;11071;BEZIERS
0340351X;Ecole maternelle les Lavandins;Ecole;Public;1 IMPASSE DES LAVANDINS LA PEYRADE;;34110 FRONTIGNAN;34110;34108;Frontignan;034;11;76;1;0;;;;0467465161;;;ce.0340351X@ac-montpellier.fr;1;0;0;;;;;;;;;;;;;;;21340108600078;176;;43.42645646259996,3.7295797933205903;SANS OBJET;Hérault;Montpellier;Occitanie;759104.9;6258867.0;EPSG:2154;Circonscription d'inspection du 1er degré de Frontignan Littoral;43.42645646259996;3.7295797933205903;Numéro de rue;1965-07-10;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0342052W;;;11114;BASSIN DE THAU
0340360G;Ecole élémentaire Haroun Tazieff;Ecole;Public;4 rue des Ecoles Laïques;;34770 GIGEAN;34770;34113;Gigean;034;11;76;0;1;;;;0467466461;;;ce.0340360G@ac-montpellier.fr;1;0;1;;;;;;;;;;;;;;;21340113600030;331;;43.500357419017405,3.713459781487291;SANS OBJET;Hérault;Montpellier;Occitanie;757724.8;6267068.9;EPSG:2154;Circonscription d'inspection du 1er degré de Frontignan Littoral;43.500357419017405;3.713459781487291;Numéro de rue;1965-07-10;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0340062H;;;11114;BASSIN DE THAU
0340362J;Ecole maternelle Jacques Yves Cousteau;Ecole;Public;2 rue de Four de Grille;;34770 GIGEAN;34770;34113;Gigean;034;11;76;1;0;;;;0467466460;;;ce.0340362J@ac-montpellier.fr;1;0;0;;;;;;;;;;;;;;;21340113600055;162;;43.502674790149406,3.7136504699653945;SANS OBJET;Hérault;Montpellier;Occitanie;757737.9;6267326.6;EPSG:2154;Circonscription d'inspection du 1er degré de Frontignan Littoral;43.502674790149406;3.7136504699653945;Numéro de rue;1965-07-10;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0340062H;;;11114;BASSIN DE THAU
0340378B;Ecole primaire les Petits Joncs;Ecole;Public;LE PLANOL;;34725 JONQUIERES;34725;34122;Jonquières;034;11;76;1;1;;;;0467966739;;;ce.0340378B@ac-montpellier.fr;0;0;0;;;;;;;;;;;;;;;21340122700029;50;;43.67522675879403,3.476740482505884;SANS OBJET;Hérault;Montpellier;Occitanie;738455.2;6286359.4;EPSG:2154;Circonscription d'inspection du 1er degré de Gignac;43.67522675879403;3.476740482505884;Numéro de rue;1965-07-10;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;034008;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0342186S;;;11082;CENTRE HERAULT
0340385J;Ecole maternelle;Ecole;Public;Rue de l'Argenterie;;34130 LANSARGUES;34130;34127;Lansargues;034;11;76;1;0;;;;0467867270;;;ce.0340385J@ac-montpellier.fr;1;0;0;;;;;;;;;;;;;;;21340127600026;94;;43.651686096603214,4.074999699560852;SANS OBJET;Hérault;Montpellier;Occitanie;786745.9;6284217.6;EPSG:2154;Circonscription d'inspection du 1er degré de Lunel;43.651686096603214;4.074999699560852;Numéro de rue;1965-07-10;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0341299C;;;11119;LUNEL
0340389N;Ecole élémentaire la Castelle;Ecole;Public;1  AVENUE DE LATTARA MAURIN;;34970 LATTES;34970;34129;Lattes;034;11;76;0;1;;;;0467277075;;;ce.0340389N@ac-montpellier.fr;1;0;0;;;;;;;;;;;;;;;21340129200072;192;;43.559674595344,3.87353998827054;SANS OBJET;Hérault;Montpellier;Occitanie;770603.2;6273791.5;EPSG:2154;Circonscription d'inspection du 1er degré de Lattes;43.559674595344;3.87353998827054;Numéro de rue;1965-07-10;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0341028H;;;11119;LUNEL
0340394U;Ecole élémentaire le Centenaire;Ecole;Public;7 avenue des Serres;;34880 LAVERUNE;34880;34134;Lavérune;034;11;76;0;1;;;;0499512333;;;ce.0340394U@ac-montpellier.fr;1;0;0;;;;;;;;;;;;;;;21340134200042;195;;43.58570891768644,3.802949991979146;SANS OBJET;Hérault;Montpellier;Occitanie;764868.6;6276624.3;EPSG:2154;Circonscription d'inspection du 1er degré Saint Jean de Védas - Hérault maternelle;43.58570891768644;3.802949991979146;Numéro de rue;1965-07-10;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0341276C;;;11121;MONTPELLIER SUD
0340410L;Ecole maternelle Pasteur;Ecole;Public;6 boulevard Jean Cocteau;;34700 LODEVE;34700;34142;Lodève;034;11;76;1;0;;;;0749175942;;;ce.0340410L@ac-montpellier.fr;1;0;0;;;;;;;;;;;;;;;21340142500086;63;;43.73183646747944,3.3158605126755347;SANS OBJET;Hérault;Montpellier;Occitanie;725453.1;6292585.4;EPSG:2154;Circonscription d'inspection du 1er degré de Lodève;43.73183646747944;3.3158605126755347;Numéro de rue;1965-07-10;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0340117T;;;11082;CENTRE HERAULT
0340430H;Ecole maternelle Marie Fayet;Ecole;Public;Boulevard Anatole France;;34340 MARSEILLAN;34340;34150;Marseillan;034;11;76;1;0;;;;0467772022;;;ce.0340430H@ac-montpellier.fr;1;0;0;;;;;;;;;;;;;;;21340150800063;98;;43.359013719070475,3.527440420801256;SANS OBJET;Hérault;Montpellier;Occitanie;742779.5;6251240.1;EPSG:2154;Circonscription d'inspection du 1er degré de Sète;43.359013719070475;3.527440420801256;Numéro de rue;1965-07-10;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0342130F;;;11114;BASSIN DE THAU
0340439T;Ecole primaire Joseph d'Arbaud;Ecole;Public;Avenue Jean Baptiste Solignac CARNON PLAGE;;34130 MAUGUIO;34130;34154;Mauguio;034;11;76;1;1;;;;0467689958;;;ce.0340439T@ac-montpellier.fr;1;0;0;;;;;;;;;;;;;;;21340154000025;161;;43.54612562313995,3.9822697039000907;SANS OBJET;Hérault;Montpellier;Occitanie;779409.5;6272389.0;EPSG:2154;Circonscription d'inspection du 1er degré de Lattes;43.54612562313995;3.9822697039000907;Rue;1965-07-10;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0341656R;;;11119;LUNEL
0340442W;Ecole maternelle Jacques Prévert;Ecole;Public;21 avenue Gabriel Aldié;;34130 MAUGUIO;34130;34154;Mauguio;034;11;76;1;0;;;;0467293124;;;ce.0340442W@ac-montpellier.fr;1;0;0;;;;;;;;;;;;;;;21340154000199;93;;43.614956805352826,4.006629635898315;SANS OBJET;Hérault;Montpellier;Occitanie;781281.2;6280063.2;EPSG:2154;Circonscription d'inspection du 1er degré de Lattes;43.614956805352826;4.006629635898315;Numéro de rue;1965-07-10;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0341368C;;;11119;LUNEL
0340445Z;Ecole élémentaire l'Hélianthe;Ecole;Public;6 av du Gal Leclerc Marechal de France;;34140 MEZE;34140;34157;Mèze;034;11;76;0;1;;;;0467439050;;;ce.0340445Z@ac-montpellier.fr;1;0;0;;;;;;;;;;;;;;;21340157300034;99;;43.423485916177675,3.601555481686733;SANS OBJET;Hérault;Montpellier;Occitanie;748736.1;6258449.4;EPSG:2154;Circonscription d'inspection du 1er degré de Sète;43.423485916177675;3.601555481686733;Rue;1965-07-10;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0340973Y;;;11114;BASSIN DE THAU
0340457M;Ecole élémentaire Louis Pasteur;Ecole;Public;23 rue Jean Jaurès;;34530 MONTAGNAC;34530;34162;Montagnac;034;11;76;0;1;;;;0467240654;;;ce.0340457M@ac-montpellier.fr;1;0;0;;;;;;;;;;;;;;;21340162300037;229;;43.48017200647583,3.479980238560967;SANS OBJET;Hérault;Montpellier;Occitanie;738848.3;6264682.6;EPSG:2154;Circonscription d'inspection du 1er degré de Lodève;43.48017200647583;3.479980238560967;Numéro de rue;1965-07-10;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0340037F;;;11082;CENTRE HERAULT
0340486U;Ecole élémentaire Marie Curie;Ecole;Public;6 allée des Sophoras;;34070 MONTPELLIER;34070;34172;Montpellier;034;11;76;0;1;;;;0467425254;;;ce.0340486U@ac-montpellier.fr;1;0;0;;;;;;;;;;;;;;;21340172200912;234;;43.60015088328815,3.8692393817730055;SANS OBJET;Hérault;Montpellier;Occitanie;770206.1;6278286.0;EPSG:2154;Circonscription d inspection du 1er degré de Montpellier Centre;43.60015088328815;3.8692393817730055;Numéro de rue;1965-07-10;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0340111L;;;11121;MONTPELLIER SUD
0340515A;Ecole élémentaire Sun Yat Sen;Ecole;Public;803 rue Croix de Figuerolles;;34070 MONTPELLIER;34070;34172;Montpellier;034;11;76;0;1;;;;0467755832;;;ce.0340515A@ac-montpellier.fr;1;0;0;;;;;;;;;;;;;;;21340172200425;224;;43.604036389803085,3.844930586204451;SANS OBJET;Hérault;Montpellier;Occitanie;768238.2;6278696.5;EPSG:2154;Circonscription d inspection du 1er degré de Montpellier Centre;43.604036389803085;3.844930586204451;Numéro de rue;1965-07-10;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0340051W;;;11120;MONTPELLIER NORD
0340518D;Ecole élémentaire Eugène Pottier - Jean Sibelius;Ecole;Public;120 rue de la Jalade;;34090 MONTPELLIER;34090;34172;Montpellier;034;11;76;0;1;;;;0467633568;;;ce.0340518D@ac-montpellier.fr;1;0;0;;;;;;;;;;;;;;;21340172200482;325;;43.626599494624415,3.86449941918628;SANS OBJET;Hérault;Montpellier;Occitanie;769791.1;6281221.1;EPSG:2154;Circonscription d'inspection du 1er degré de Montpellier Est;43.626599494624415;3.86449941918628;Numéro de rue;1965-07-10;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0340998A;;;11121;MONTPELLIER SUD
0340531T;Ecole maternelle Agrippa d'Aubigné;Ecole;Public;147 rue des 4 Seigneurs;;34090 MONTPELLIER;34090;34172;Montpellier;034;11;76;1;0;;;;0467632420;;;ce.0340531T@ac-montpellier.fr;1;0;0;;;;;;;;;;;;;;;21340172201092;145;;43.64204527586169,3.856420547784459;SANS OBJET;Hérault;Montpellier;Occitanie;769120.3;6282930.5;EPSG:2154;Circonscription d'inspection du 1er degré de Montpellier Est;43.64204527586169;3.856420547784459;Numéro de rue;1965-07-10;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0340998A;;;11121;MONTPELLIER SUD
0340532U;Ecole primaire Pape Carpantier;Ecole;Public;12 rue des Ecoles CELLENEUVE;;34080 MONTPELLIER;34080;34172;Montpellier;034;11;76;1;1;;;;0467752535;;;ce.0340532U@ac-montpellier.fr;1;0;0;;;;;;;;;;;;;REP+;;21340172200359;246;;43.61365736952855,3.8277301131840495;SANS OBJET;Hérault;Montpellier;Occitanie;766837.9;6279751.0;EPSG:2154;Circonscription d'inspection du 1er degré de Montpellier Ouest;43.61365736952855;3.8277301131840495;Numéro de rue;1965-07-10;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0341278E;;;11120;MONTPELLIER NORD
0340544G;Ecole maternelle Charlie Chaplin;Ecole;Public;120 rue de la Jalade;;34090 MONTPELLIER;34090;34172;Montpellier;034;11;76;1;0;;;;0467633560;;;ce.0340544G@ac-montpellier.fr;1;0;0;;;;;;;;;;;;;;;21340172200490;152;;43.62615107945491,3.864310566437778;SANS OBJET;Hérault;Montpellier;Occitanie;769776.4;6281171.1;EPSG:2154;Circonscription d'inspection du 1er degré de Montpellier Est;43.62615107945491;3.864310566437778;Numéro de rue;1965-07-10;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0340998A;;;11121;MONTPELLIER SUD
0340545H;Ecole maternelle Robert Surcouf;Ecole;Public;215 boulevard Pedro de Luna;;34070 MONTPELLIER;34070;34172;Montpellier;034;11;76;1;0;;;;0467424523;;;ce.0340545H@ac-montpellier.fr;1;0;0;;;;;;;;;;;;;;;21340172200193;145;;43.59532471655615,3.8714294738547825;SANS OBJET;Hérault;Montpellier;Occitanie;770388.9;6277751.6;EPSG:2154;Circonscription d'inspection du 1er degré de Montpellier Sud;43.59532471655615;3.8714294738547825;Numéro de rue;1965-07-10;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0340053Y;;;11121;MONTPELLIER SUD
0340551P;Ecole maternelle Jean Cocteau;Ecole;Public;16 rue de la Bandido;;34070 MONTPELLIER;34070;34172;Montpellier;034;11;76;1;0;;;;0467921580;;;ce.0340551P@ac-montpellier.fr;1;0;0;;;;;;;;;;;;;REP;;21340172200615;183;;43.59099376311877,3.886020148635556;SANS OBJET;Hérault;Montpellier;Occitanie;771572.8;6277283.4;EPSG:2154;Circonscription d'inspection du 1er degré de Montpellier Sud;43.59099376311877;3.886020148635556;Numéro de rue;1965-07-10;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0341364Y;;;11121;MONTPELLIER SUD
0340552R;Ecole maternelle Docteur Roux;Ecole;Public;96 rue Figuerolles;;34070 MONTPELLIER;34070;34172;Montpellier;034;11;76;1;0;;;;0467923540;;;ce.0340552R@ac-montpellier.fr;1;0;0;;;;;;;;;;;;;;;21340172200433;127;;43.60511306337577,3.8527005427388503;SANS OBJET;Hérault;Montpellier;Occitanie;768864.4;6278822.9;EPSG:2154;Circonscription d inspection du 1er degré de Montpellier Centre;43.60511306337577;3.8527005427388503;Numéro de rue;1965-07-10;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0340051W;;;11120;MONTPELLIER NORD
0340559Y;Ecole élémentaire Marie Thérèse Sudre;Ecole;Public;4 route de Cournonterral;;34570 MURVIEL LES MONTPELLIER;34570;34179;Murviel-lès-Montpellier;034;11;76;0;1;;;;0467478465;;;ce.0340559Y@ac-montpellier.fr;1;0;0;;;;;;;;;;;;;;;21340179700021;126;;43.60486547116846,3.7352400379346857;SANS OBJET;Hérault;Montpellier;Occitanie;759378.8;6278700.0;EPSG:2154;Circonscription d'inspection du 1er degré de Gignac;43.60486547116846;3.7352400379346857;Numéro de rue;1965-07-10;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0341870Y;;;11120;MONTPELLIER NORD
0340562B;Ecole primaire Louis Authie;Ecole;Public;Place de l'Ancien Couvent;;34320 NEFFIES;34320;34181;Neffiès;034;11;76;1;1;;;;0467247651;;;ce.0340562B@ac-montpellier.fr;0;0;0;;;;;;;;;;;;;;;21340181300026;66;;43.53365334093187,3.3335103083610598;SANS OBJET;Hérault;Montpellier;Occitanie;726968.4;6270565.8;EPSG:2154;Circonscription d'inspection du 1er degré de Bédarieux;43.53365334093187;3.3335103083610598;Numéro de rue;1965-07-10;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0342326U;;;11082;CENTRE HERAULT
0340564D;Ecole primaire;Ecole;Public;2 rue des Postes;;34120 NEZIGNAN L EVEQUE;34120;34182;Nézignan-l'Evêque;034;11;76;1;1;;;;0467622895;;;ce.0340564D@ac-montpellier.fr;1;0;0;;;;;;;;;;;;;;;21340182100029;170;;43.42062961098034,3.4063995731495553;SANS OBJET;Hérault;Montpellier;Occitanie;732927.0;6258031.0;EPSG:2154;Circonscription d'inspection du 1er degré de Pézenas;43.42062961098034;3.4063995731495553;Numéro de rue;1965-07-10;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0340837A;;;11082;CENTRE HERAULT
0340567G;Ecole primaire Antoine Beille;Ecole;Public;1 avenue de la Laïcité;;34440 NISSAN LEZ ENSERUNE;34440;34183;Nissan-lez-Enserune;034;11;76;1;1;;;;0467371218;;;ce.0340567G@ac-montpellier.fr;1;0;0;;;;;;;;;;;;;;;21340183900039;318;;43.290143819494176,3.1382804597648386;SANS OBJET;Hérault;Montpellier;Occitanie;711229.1;6243451.3;EPSG:2154;Circonscription d'inspection du 1er degré de Béziers Sud;43.290143819494176;3.1382804597648386;Numéro de rue;1965-07-10;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0341367B;;;11071;BEZIERS
0340572M;Ecole primaire;Ecole;Public;Avenue des Platanes;;34800 OCTON;34800;34186;Octon;034;11;76;1;1;;;;0467963261;;;ce.0340572M@ac-montpellier.fr;1;0;0;;;;;;;;;;;;;;;21340186200023;58;;43.65537430791676,3.304249600804464;SANS OBJET;Hérault;Montpellier;Occitanie;724550.2;6284084.3;EPSG:2154;Circonscription d'inspection du 1er degré de Lodève;43.65537430791676;3.304249600804464;Numéro de rue;1965-07-10;2022-12-14;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;034012;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0341405T;;;11082;CENTRE HERAULT
